#Created as New Dataset	Sample 001 By PEService Date Tuesday	 April 30 2013
#cm-1	%T
4000.00	99.83
3999.00	99.82
3998.00	99.82
3997.00	99.82
3996.00	99.82
3995.00	99.82
3994.00	99.83
3993.00	99.83
3992.00	99.84
3991.00	99.84
3990.00	99.85
3989.00	99.85
3988.00	99.84
3987.00	99.84
3986.00	99.83
3985.00	99.83
3984.00	99.83
3983.00	99.84
3982.00	99.84
3981.00	99.85
3980.00	99.85
3979.00	99.86
3978.00	99.85
3977.00	99.85
3976.00	99.84
3975.00	99.84
3974.00	99.84
3973.00	99.84
3972.00	99.84
3971.00	99.84
3970.00	99.84
3969.00	99.84
3968.00	99.84
3967.00	99.84
3966.00	99.84
3965.00	99.84
3964.00	99.84
3963.00	99.85
3962.00	99.86
3961.00	99.86
3960.00	99.86
3959.00	99.86
3958.00	99.85
3957.00	99.85
3956.00	99.85
3955.00	99.86
3954.00	99.86
3953.00	99.86
3952.00	99.86
3951.00	99.86
3950.00	99.86
3949.00	99.86
3948.00	99.87
3947.00	99.87
3946.00	99.86
3945.00	99.86
3944.00	99.85
3943.00	99.84
3942.00	99.84
3941.00	99.84
3940.00	99.85
3939.00	99.85
3938.00	99.85
3937.00	99.86
3936.00	99.86
3935.00	99.86
3934.00	99.86
3933.00	99.86
3932.00	99.86
3931.00	99.86
3930.00	99.86
3929.00	99.86
3928.00	99.86
3927.00	99.86
3926.00	99.86
3925.00	99.87
3924.00	99.87
3923.00	99.88
3922.00	99.87
3921.00	99.87
3920.00	99.86
3919.00	99.86
3918.00	99.86
3917.00	99.86
3916.00	99.86
3915.00	99.86
3914.00	99.86
3913.00	99.86
3912.00	99.87
3911.00	99.87
3910.00	99.87
3909.00	99.87
3908.00	99.87
3907.00	99.87
3906.00	99.87
3905.00	99.88
3904.00	99.88
3903.00	99.88
3902.00	99.88
3901.00	99.88
3900.00	99.87
3899.00	99.88
3898.00	99.87
3897.00	99.87
3896.00	99.87
3895.00	99.87
3894.00	99.86
3893.00	99.86
3892.00	99.86
3891.00	99.87
3890.00	99.87
3889.00	99.87
3888.00	99.87
3887.00	99.87
3886.00	99.87
3885.00	99.87
3884.00	99.87
3883.00	99.88
3882.00	99.88
3881.00	99.87
3880.00	99.87
3879.00	99.88
3878.00	99.88
3877.00	99.88
3876.00	99.88
3875.00	99.88
3874.00	99.87
3873.00	99.87
3872.00	99.86
3871.00	99.86
3870.00	99.86
3869.00	99.87
3868.00	99.88
3867.00	99.88
3866.00	99.88
3865.00	99.88
3864.00	99.88
3863.00	99.88
3862.00	99.87
3861.00	99.87
3860.00	99.87
3859.00	99.87
3858.00	99.87
3857.00	99.87
3856.00	99.86
3855.00	99.86
3854.00	99.86
3853.00	99.86
3852.00	99.86
3851.00	99.87
3850.00	99.87
3849.00	99.88
3848.00	99.88
3847.00	99.88
3846.00	99.88
3845.00	99.88
3844.00	99.88
3843.00	99.89
3842.00	99.89
3841.00	99.89
3840.00	99.88
3839.00	99.88
3838.00	99.88
3837.00	99.88
3836.00	99.88
3835.00	99.87
3834.00	99.87
3833.00	99.86
3832.00	99.87
3831.00	99.87
3830.00	99.87
3829.00	99.87
3828.00	99.87
3827.00	99.87
3826.00	99.88
3825.00	99.87
3824.00	99.87
3823.00	99.87
3822.00	99.87
3821.00	99.88
3820.00	99.88
3819.00	99.88
3818.00	99.87
3817.00	99.86
3816.00	99.84
3815.00	99.84
3814.00	99.85
3813.00	99.85
3812.00	99.86
3811.00	99.87
3810.00	99.87
3809.00	99.87
3808.00	99.87
3807.00	99.86
3806.00	99.87
3805.00	99.87
3804.00	99.88
3803.00	99.88
3802.00	99.88
3801.00	99.88
3800.00	99.88
3799.00	99.88
3798.00	99.88
3797.00	99.88
3796.00	99.88
3795.00	99.88
3794.00	99.88
3793.00	99.88
3792.00	99.88
3791.00	99.88
3790.00	99.87
3789.00	99.86
3788.00	99.85
3787.00	99.84
3786.00	99.84
3785.00	99.84
3784.00	99.84
3783.00	99.84
3782.00	99.84
3781.00	99.84
3780.00	99.84
3779.00	99.84
3778.00	99.85
3777.00	99.85
3776.00	99.85
3775.00	99.86
3774.00	99.86
3773.00	99.85
3772.00	99.85
3771.00	99.85
3770.00	99.85
3769.00	99.85
3768.00	99.86
3767.00	99.86
3766.00	99.86
3765.00	99.86
3764.00	99.86
3763.00	99.86
3762.00	99.86
3761.00	99.86
3760.00	99.86
3759.00	99.86
3758.00	99.86
3757.00	99.85
3756.00	99.85
3755.00	99.85
3754.00	99.84
3753.00	99.84
3752.00	99.84
3751.00	99.83
3750.00	99.83
3749.00	99.83
3748.00	99.83
3747.00	99.84
3746.00	99.85
3745.00	99.85
3744.00	99.86
3743.00	99.87
3742.00	99.87
3741.00	99.86
3740.00	99.85
3739.00	99.85
3738.00	99.84
3737.00	99.84
3736.00	99.84
3735.00	99.85
3734.00	99.86
3733.00	99.86
3732.00	99.86
3731.00	99.85
3730.00	99.85
3729.00	99.85
3728.00	99.85
3727.00	99.85
3726.00	99.84
3725.00	99.83
3724.00	99.83
3723.00	99.83
3722.00	99.83
3721.00	99.83
3720.00	99.83
3719.00	99.82
3718.00	99.81
3717.00	99.80
3716.00	99.80
3715.00	99.79
3714.00	99.80
3713.00	99.80
3712.00	99.81
3711.00	99.81
3710.00	99.81
3709.00	99.81
3708.00	99.80
3707.00	99.80
3706.00	99.79
3705.00	99.79
3704.00	99.79
3703.00	99.79
3702.00	99.79
3701.00	99.79
3700.00	99.78
3699.00	99.78
3698.00	99.78
3697.00	99.78
3696.00	99.78
3695.00	99.78
3694.00	99.77
3693.00	99.77
3692.00	99.77
3691.00	99.76
3690.00	99.76
3689.00	99.75
3688.00	99.74
3687.00	99.73
3686.00	99.71
3685.00	99.70
3684.00	99.70
3683.00	99.69
3682.00	99.69
3681.00	99.69
3680.00	99.69
3679.00	99.69
3678.00	99.69
3677.00	99.68
3676.00	99.68
3675.00	99.67
3674.00	99.66
3673.00	99.65
3672.00	99.62
3671.00	99.60
3670.00	99.59
3669.00	99.58
3668.00	99.58
3667.00	99.57
3666.00	99.55
3665.00	99.54
3664.00	99.53
3663.00	99.51
3662.00	99.50
3661.00	99.49
3660.00	99.48
3659.00	99.47
3658.00	99.45
3657.00	99.43
3656.00	99.41
3655.00	99.39
3654.00	99.38
3653.00	99.38
3652.00	99.37
3651.00	99.36
3650.00	99.34
3649.00	99.32
3648.00	99.29
3647.00	99.27
3646.00	99.25
3645.00	99.22
3644.00	99.20
3643.00	99.17
3642.00	99.14
3641.00	99.12
3640.00	99.09
3639.00	99.07
3638.00	99.04
3637.00	99.02
3636.00	99.00
3635.00	98.98
3634.00	98.96
3633.00	98.94
3632.00	98.92
3631.00	98.90
3630.00	98.88
3629.00	98.86
3628.00	98.84
3627.00	98.81
3626.00	98.78
3625.00	98.75
3624.00	98.72
3623.00	98.70
3622.00	98.68
3621.00	98.66
3620.00	98.63
3619.00	98.60
3618.00	98.56
3617.00	98.52
3616.00	98.49
3615.00	98.45
3614.00	98.43
3613.00	98.40
3612.00	98.36
3611.00	98.33
3610.00	98.29
3609.00	98.26
3608.00	98.23
3607.00	98.20
3606.00	98.17
3605.00	98.14
3604.00	98.11
3603.00	98.07
3602.00	98.04
3601.00	98.01
3600.00	97.98
3599.00	97.95
3598.00	97.92
3597.00	97.88
3596.00	97.84
3595.00	97.80
3594.00	97.76
3593.00	97.72
3592.00	97.69
3591.00	97.65
3590.00	97.61
3589.00	97.57
3588.00	97.53
3587.00	97.48
3586.00	97.44
3585.00	97.40
3584.00	97.35
3583.00	97.31
3582.00	97.27
3581.00	97.24
3580.00	97.20
3579.00	97.15
3578.00	97.11
3577.00	97.06
3576.00	97.02
3575.00	96.97
3574.00	96.93
3573.00	96.89
3572.00	96.85
3571.00	96.81
3570.00	96.77
3569.00	96.73
3568.00	96.68
3567.00	96.64
3566.00	96.59
3565.00	96.54
3564.00	96.49
3563.00	96.44
3562.00	96.38
3561.00	96.32
3560.00	96.27
3559.00	96.22
3558.00	96.17
3557.00	96.13
3556.00	96.08
3555.00	96.03
3554.00	95.98
3553.00	95.93
3552.00	95.88
3551.00	95.83
3550.00	95.78
3549.00	95.73
3548.00	95.68
3547.00	95.63
3546.00	95.57
3545.00	95.51
3544.00	95.45
3543.00	95.40
3542.00	95.35
3541.00	95.29
3540.00	95.23
3539.00	95.18
3538.00	95.12
3537.00	95.07
3536.00	95.01
3535.00	94.96
3534.00	94.90
3533.00	94.84
3532.00	94.78
3531.00	94.72
3530.00	94.67
3529.00	94.61
3528.00	94.56
3527.00	94.51
3526.00	94.46
3525.00	94.40
3524.00	94.34
3523.00	94.29
3522.00	94.23
3521.00	94.17
3520.00	94.12
3519.00	94.06
3518.00	94.00
3517.00	93.94
3516.00	93.88
3515.00	93.82
3514.00	93.76
3513.00	93.71
3512.00	93.65
3511.00	93.59
3510.00	93.54
3509.00	93.48
3508.00	93.43
3507.00	93.39
3506.00	93.34
3505.00	93.28
3504.00	93.22
3503.00	93.16
3502.00	93.10
3501.00	93.04
3500.00	92.98
3499.00	92.93
3498.00	92.87
3497.00	92.82
3496.00	92.77
3495.00	92.72
3494.00	92.67
3493.00	92.62
3492.00	92.57
3491.00	92.52
3490.00	92.47
3489.00	92.41
3488.00	92.36
3487.00	92.31
3486.00	92.25
3485.00	92.19
3484.00	92.14
3483.00	92.09
3482.00	92.05
3481.00	92.00
3480.00	91.96
3479.00	91.91
3478.00	91.87
3477.00	91.82
3476.00	91.78
3475.00	91.73
3474.00	91.69
3473.00	91.64
3472.00	91.60
3471.00	91.56
3470.00	91.52
3469.00	91.47
3468.00	91.43
3467.00	91.38
3466.00	91.34
3465.00	91.30
3464.00	91.26
3463.00	91.22
3462.00	91.19
3461.00	91.15
3460.00	91.11
3459.00	91.07
3458.00	91.03
3457.00	90.99
3456.00	90.94
3455.00	90.89
3454.00	90.84
3453.00	90.80
3452.00	90.76
3451.00	90.72
3450.00	90.69
3449.00	90.65
3448.00	90.62
3447.00	90.58
3446.00	90.54
3445.00	90.50
3444.00	90.45
3443.00	90.41
3442.00	90.36
3441.00	90.32
3440.00	90.28
3439.00	90.24
3438.00	90.21
3437.00	90.17
3436.00	90.14
3435.00	90.11
3434.00	90.07
3433.00	90.03
3432.00	89.99
3431.00	89.95
3430.00	89.91
3429.00	89.87
3428.00	89.83
3427.00	89.79
3426.00	89.74
3425.00	89.70
3424.00	89.67
3423.00	89.63
3422.00	89.60
3421.00	89.57
3420.00	89.53
3419.00	89.48
3418.00	89.44
3417.00	89.40
3416.00	89.37
3415.00	89.34
3414.00	89.31
3413.00	89.28
3412.00	89.24
3411.00	89.20
3410.00	89.16
3409.00	89.13
3408.00	89.09
3407.00	89.06
3406.00	89.03
3405.00	89.00
3404.00	88.97
3403.00	88.94
3402.00	88.92
3401.00	88.89
3400.00	88.86
3399.00	88.82
3398.00	88.79
3397.00	88.76
3396.00	88.73
3395.00	88.70
3394.00	88.67
3393.00	88.64
3392.00	88.61
3391.00	88.58
3390.00	88.54
3389.00	88.51
3388.00	88.48
3387.00	88.45
3386.00	88.43
3385.00	88.42
3384.00	88.40
3383.00	88.38
3382.00	88.36
3381.00	88.34
3380.00	88.31
3379.00	88.29
3378.00	88.27
3377.00	88.25
3376.00	88.22
3375.00	88.20
3374.00	88.18
3373.00	88.15
3372.00	88.14
3371.00	88.12
3370.00	88.11
3369.00	88.09
3368.00	88.07
3367.00	88.05
3366.00	88.03
3365.00	88.01
3364.00	88.00
3363.00	87.98
3362.00	87.97
3361.00	87.95
3360.00	87.93
3359.00	87.91
3358.00	87.90
3357.00	87.88
3356.00	87.87
3355.00	87.85
3354.00	87.84
3353.00	87.83
3352.00	87.82
3351.00	87.81
3350.00	87.79
3349.00	87.78
3348.00	87.76
3347.00	87.74
3346.00	87.73
3345.00	87.71
3344.00	87.70
3343.00	87.69
3342.00	87.68
3341.00	87.67
3340.00	87.66
3339.00	87.65
3338.00	87.63
3337.00	87.61
3336.00	87.60
3335.00	87.59
3334.00	87.57
3333.00	87.56
3332.00	87.55
3331.00	87.54
3330.00	87.53
3329.00	87.51
3328.00	87.50
3327.00	87.49
3326.00	87.47
3325.00	87.45
3324.00	87.43
3323.00	87.41
3322.00	87.39
3321.00	87.37
3320.00	87.36
3319.00	87.35
3318.00	87.34
3317.00	87.33
3316.00	87.31
3315.00	87.30
3314.00	87.28
3313.00	87.27
3312.00	87.25
3311.00	87.23
3310.00	87.21
3309.00	87.19
3308.00	87.18
3307.00	87.17
3306.00	87.16
3305.00	87.14
3304.00	87.13
3303.00	87.10
3302.00	87.07
3301.00	87.04
3300.00	87.01
3299.00	86.99
3298.00	86.97
3297.00	86.96
3296.00	86.94
3295.00	86.93
3294.00	86.91
3293.00	86.88
3292.00	86.85
3291.00	86.83
3290.00	86.80
3289.00	86.77
3288.00	86.74
3287.00	86.72
3286.00	86.69
3285.00	86.66
3284.00	86.64
3283.00	86.62
3282.00	86.60
3281.00	86.58
3280.00	86.56
3279.00	86.54
3278.00	86.51
3277.00	86.50
3276.00	86.48
3275.00	86.47
3274.00	86.45
3273.00	86.43
3272.00	86.41
3271.00	86.39
3270.00	86.37
3269.00	86.35
3268.00	86.33
3267.00	86.31
3266.00	86.29
3265.00	86.28
3264.00	86.26
3263.00	86.24
3262.00	86.22
3261.00	86.20
3260.00	86.18
3259.00	86.16
3258.00	86.15
3257.00	86.14
3256.00	86.13
3255.00	86.12
3254.00	86.11
3253.00	86.10
3252.00	86.09
3251.00	86.09
3250.00	86.08
3249.00	86.07
3248.00	86.06
3247.00	86.05
3246.00	86.04
3245.00	86.03
3244.00	86.01
3243.00	86.00
3242.00	85.99
3241.00	85.98
3240.00	85.98
3239.00	85.97
3238.00	85.97
3237.00	85.96
3236.00	85.96
3235.00	85.95
3234.00	85.95
3233.00	85.95
3232.00	85.96
3231.00	85.96
3230.00	85.96
3229.00	85.96
3228.00	85.96
3227.00	85.95
3226.00	85.96
3225.00	85.96
3224.00	85.96
3223.00	85.96
3222.00	85.96
3221.00	85.96
3220.00	85.96
3219.00	85.97
3218.00	85.97
3217.00	85.98
3216.00	85.99
3215.00	86.00
3214.00	86.01
3213.00	86.02
3212.00	86.03
3211.00	86.04
3210.00	86.04
3209.00	86.05
3208.00	86.06
3207.00	86.07
3206.00	86.08
3205.00	86.09
3204.00	86.11
3203.00	86.13
3202.00	86.14
3201.00	86.15
3200.00	86.16
3199.00	86.17
3198.00	86.18
3197.00	86.19
3196.00	86.20
3195.00	86.22
3194.00	86.24
3193.00	86.26
3192.00	86.28
3191.00	86.29
3190.00	86.30
3189.00	86.32
3188.00	86.34
3187.00	86.36
3186.00	86.39
3185.00	86.41
3184.00	86.42
3183.00	86.43
3182.00	86.44
3181.00	86.46
3180.00	86.47
3179.00	86.49
3178.00	86.50
3177.00	86.52
3176.00	86.54
3175.00	86.57
3174.00	86.60
3173.00	86.62
3172.00	86.65
3171.00	86.67
3170.00	86.69
3169.00	86.71
3168.00	86.73
3167.00	86.75
3166.00	86.77
3165.00	86.79
3164.00	86.82
3163.00	86.85
3162.00	86.87
3161.00	86.89
3160.00	86.92
3159.00	86.94
3158.00	86.96
3157.00	86.99
3156.00	87.02
3155.00	87.07
3154.00	87.11
3153.00	87.16
3152.00	87.19
3151.00	87.22
3150.00	87.23
3149.00	87.24
3148.00	87.25
3147.00	87.27
3146.00	87.28
3145.00	87.30
3144.00	87.32
3143.00	87.36
3142.00	87.42
3141.00	87.47
3140.00	87.52
3139.00	87.56
3138.00	87.58
3137.00	87.60
3136.00	87.61
3135.00	87.62
3134.00	87.64
3133.00	87.67
3132.00	87.70
3131.00	87.74
3130.00	87.78
3129.00	87.82
3128.00	87.85
3127.00	87.88
3126.00	87.91
3125.00	87.94
3124.00	87.99
3123.00	88.04
3122.00	88.10
3121.00	88.16
3120.00	88.22
3119.00	88.26
3118.00	88.31
3117.00	88.34
3116.00	88.37
3115.00	88.38
3114.00	88.38
3113.00	88.39
3112.00	88.40
3111.00	88.44
3110.00	88.48
3109.00	88.51
3108.00	88.54
3107.00	88.56
3106.00	88.57
3105.00	88.59
3104.00	88.62
3103.00	88.65
3102.00	88.68
3101.00	88.72
3100.00	88.74
3099.00	88.77
3098.00	88.79
3097.00	88.81
3096.00	88.83
3095.00	88.86
3094.00	88.89
3093.00	88.93
3092.00	88.97
3091.00	89.01
3090.00	89.05
3089.00	89.10
3088.00	89.14
3087.00	89.18
3086.00	89.23
3085.00	89.28
3084.00	89.33
3083.00	89.38
3082.00	89.43
3081.00	89.48
3080.00	89.53
3079.00	89.57
3078.00	89.61
3077.00	89.64
3076.00	89.67
3075.00	89.69
3074.00	89.72
3073.00	89.76
3072.00	89.79
3071.00	89.82
3070.00	89.86
3069.00	89.89
3068.00	89.91
3067.00	89.93
3066.00	89.94
3065.00	89.95
3064.00	89.95
3063.00	89.95
3062.00	89.95
3061.00	89.95
3060.00	89.96
3059.00	89.96
3058.00	89.96
3057.00	89.95
3056.00	89.94
3055.00	89.93
3054.00	89.92
3053.00	89.90
3052.00	89.88
3051.00	89.86
3050.00	89.83
3049.00	89.80
3048.00	89.77
3047.00	89.74
3046.00	89.71
3045.00	89.68
3044.00	89.64
3043.00	89.60
3042.00	89.55
3041.00	89.50
3040.00	89.45
3039.00	89.39
3038.00	89.34
3037.00	89.29
3036.00	89.26
3035.00	89.23
3034.00	89.21
3033.00	89.20
3032.00	89.19
3031.00	89.20
3030.00	89.21
3029.00	89.23
3028.00	89.27
3027.00	89.31
3026.00	89.37
3025.00	89.45
3024.00	89.53
3023.00	89.63
3022.00	89.74
3021.00	89.85
3020.00	89.97
3019.00	90.09
3018.00	90.21
3017.00	90.33
3016.00	90.46
3015.00	90.58
3014.00	90.70
3013.00	90.82
3012.00	90.92
3011.00	91.01
3010.00	91.09
3009.00	91.16
3008.00	91.22
3007.00	91.28
3006.00	91.33
3005.00	91.38
3004.00	91.42
3003.00	91.46
3002.00	91.49
3001.00	91.51
3000.00	91.53
2999.00	91.55
2998.00	91.56
2997.00	91.56
2996.00	91.56
2995.00	91.56
2994.00	91.56
2993.00	91.56
2992.00	91.55
2991.00	91.54
2990.00	91.53
2989.00	91.51
2988.00	91.49
2987.00	91.47
2986.00	91.44
2985.00	91.42
2984.00	91.39
2983.00	91.36
2982.00	91.33
2981.00	91.29
2980.00	91.25
2979.00	91.20
2978.00	91.13
2977.00	91.07
2976.00	91.01
2975.00	90.95
2974.00	90.89
2973.00	90.83
2972.00	90.77
2971.00	90.72
2970.00	90.67
2969.00	90.62
2968.00	90.59
2967.00	90.56
2966.00	90.54
2965.00	90.52
2964.00	90.52
2963.00	90.52
2962.00	90.52
2961.00	90.52
2960.00	90.53
2959.00	90.55
2958.00	90.57
2957.00	90.60
2956.00	90.62
2955.00	90.65
2954.00	90.68
2953.00	90.71
2952.00	90.73
2951.00	90.75
2950.00	90.77
2949.00	90.80
2948.00	90.83
2947.00	90.86
2946.00	90.89
2945.00	90.90
2944.00	90.91
2943.00	90.91
2942.00	90.91
2941.00	90.90
2940.00	90.90
2939.00	90.90
2938.00	90.89
2937.00	90.89
2936.00	90.88
2935.00	90.87
2934.00	90.86
2933.00	90.85
2932.00	90.84
2931.00	90.82
2930.00	90.80
2929.00	90.77
2928.00	90.72
2927.00	90.68
2926.00	90.64
2925.00	90.59
2924.00	90.56
2923.00	90.52
2922.00	90.48
2921.00	90.44
2920.00	90.42
2919.00	90.40
2918.00	90.40
2917.00	90.40
2916.00	90.42
2915.00	90.45
2914.00	90.49
2913.00	90.52
2912.00	90.56
2911.00	90.60
2910.00	90.63
2909.00	90.67
2908.00	90.70
2907.00	90.74
2906.00	90.77
2905.00	90.80
2904.00	90.84
2903.00	90.88
2902.00	90.92
2901.00	90.96
2900.00	91.00
2899.00	91.04
2898.00	91.08
2897.00	91.12
2896.00	91.14
2895.00	91.17
2894.00	91.18
2893.00	91.20
2892.00	91.21
2891.00	91.23
2890.00	91.24
2889.00	91.25
2888.00	91.26
2887.00	91.27
2886.00	91.27
2885.00	91.27
2884.00	91.26
2883.00	91.25
2882.00	91.24
2881.00	91.23
